user_id,item_id,cat_id,seller_id,brand_id,time_stamp,action_type
390687,626535,177,4724,684.0,1111,2
305381,800400,656,1277,4866.0,1024,0
258777,848354,1213,420,4953.0,1104,0
96427,481614,89,2629,8396.0,0527,2
162515,939624,1188,4218,3700.0,0907,0
246380,780028,50,923,1884.0,1110,0
153990,574258,252,1497,7874.0,1002,0
115531,588997,656,4218,3700.0,1031,0
40229,745095,825,1715,1534.0,1029,0
362628,593610,389,1043,7164.0,0918,0
147334,346551,1505,416,4014.0,0909,0
956,631883,477,2137,2780.0,1010,0
20238,177967,389,4852,7604.0,1016,0
103717,363041,823,1358,966.0,0930,0
362263,523849,683,1941,4239.0,1026,0
302504,800091,1553,4175,3391.0,1017,0
316394,27409,1208,1916,4387.0,0810,0
122036,555656,1577,643,968.0,0912,0
424115,1046501,662,4752,6938.0,0626,3
158992,41158,451,3502,7982.0,0521,0
86118,204842,387,1607,3843.0,1111,0
323493,1041411,835,198,5217.0,0922,0
163880,834541,384,2608,4160.0,1111,0
39672,316722,1181,3284,7713.0,1111,0
24829,112203,1252,4026,1469.0,0908,2
193335,910188,320,114,2809.0,0822,3
340638,890128,1271,4785,1422.0,0629,2
344367,919048,639,2777,3779.0,1004,2
329952,935677,389,4173,5376.0,1029,0
187062,663421,295,4042,398.0,0929,0
25433,458784,247,4546,3708.0,1111,0
115576,1075127,1238,3491,3969.0,1111,0
183866,779194,245,3614,404.0,1111,0
282052,729086,662,1681,2974.0,1028,0
67528,751737,662,1127,6906.0,0927,0
167036,344444,1326,859,3724.0,1107,0
340714,15173,555,4538,8238.0,0716,2
299589,386245,596,218,5077.0,0924,2
334422,854420,662,3760,3738.0,0810,0
396320,37409,1252,685,6267.0,1111,0
312674,235429,1271,173,4509.0,0607,0
281046,489996,500,1102,1214.0,1111,0
314560,67897,1349,184,1360.0,1111,0
16249,998456,1028,159,6065.0,0803,0
51406,532698,834,205,734.0,1109,0
264859,1048675,1238,3491,3969.0,0827,0
283808,612710,302,552,3646.0,0925,0
124101,62421,662,461,1859.0,0808,0
330618,577766,1188,1399,4137.0,1111,2
93953,66604,1577,4173,5376.0,1106,0
162101,361229,737,2162,5166.0,0723,0
343623,425537,1075,1640,6236.0,1111,0
97907,353569,662,1102,1214.0,0807,0
50561,380969,1349,702,1360.0,0604,0
162190,981145,1023,2108,1793.0,1108,0
182402,927390,662,3698,2104.0,0827,0
397249,450631,276,1418,7141.0,1108,0
228337,1025619,662,2333,3950.0,0626,0
423539,1093392,993,1892,6585.0,1111,0
243404,617878,389,4044,82.0,1110,3
349162,509110,1023,2148,3621.0,0802,0
147847,108965,834,1757,3590.0,1018,0
185373,526484,662,651,8353.0,0601,0
225651,317090,1188,2510,2904.0,0711,0
298078,721436,1401,2531,4073.0,1111,2
60342,1082219,1429,4983,4312.0,0909,0
82990,820602,1438,4729,843.0,0802,0
18433,722528,662,4847,4276.0,0531,0
165010,654135,426,3600,1866.0,0528,0
83169,861491,1252,1461,6220.0,1111,0
258095,823610,737,4064,3424.0,1022,0
120710,659468,177,3155,5013.0,0831,0
267222,789518,180,4480,2014.0,1110,0
164934,513908,108,123,5374.0,0819,0
138996,549273,1467,947,305.0,0702,3
347855,677987,895,1529,7651.0,1111,0
240808,984528,247,2033,3106.0,0723,0
43170,215230,1577,2125,7850.0,1102,0
73776,815256,154,2412,4801.0,1014,0
133939,98351,563,4369,3764.0,0707,0
252611,629642,154,3828,1446.0,1007,0
102255,662082,270,608,6446.0,1009,0
228485,570151,662,1393,4705.0,1110,0
75461,1012457,1467,380,8303.0,0607,0
187482,626639,662,1473,5496.0,0524,0
265821,227402,407,2095,6337.0,0701,0
135633,150674,1208,4766,4360.0,0910,0
154975,202036,295,1765,5192.0,1110,0
257302,172860,1271,832,3908.0,0907,0
393380,465338,1112,284,3837.0,0909,3
234075,307321,13,4881,3549.0,0613,0
152195,250667,1505,416,4014.0,0814,0
175859,819128,389,2676,3997.0,1110,0
369125,71595,555,2829,3165.0,1106,0
297156,866336,369,4022,5038.0,1111,0
374618,1040484,1577,701,5731.0,0821,0
95941,63815,1101,1470,3929.0,0718,0
91408,288043,1095,3698,2104.0,1008,3
260855,1097527,1553,3828,1446.0,1105,0
317692,327479,833,2217,3012.0,0730,0
197941,242190,1505,275,2375.0,0831,0
14933,502352,1505,3828,1446.0,1024,0
386747,411383,1604,597,3021.0,0918,0
111385,610229,1329,4562,3971.0,1019,3
33243,67897,1349,184,1360.0,1111,0
227633,39166,662,4173,5376.0,0628,0
82416,734792,1566,4239,6171.0,1110,3
236025,728761,662,1292,4985.0,0910,0
60471,327816,115,1601,4073.0,0927,0
261383,104562,180,3663,7930.0,1111,2
34710,1063715,614,4648,7924.0,1110,0
217088,441378,389,4173,5376.0,1101,0
309591,592793,1034,4552,4653.0,1023,0
357153,769120,69,2365,866.0,1022,0
267597,899654,1271,710,2016.0,0727,0
302372,345689,302,4976,6143.0,0610,0
126242,809447,1326,4845,3345.0,1111,0
318618,266481,528,65,2244.0,0709,0
160564,904830,812,2639,7063.0,1111,0
136602,655791,1095,412,4396.0,0924,0
348995,541803,177,4945,7069.0,0923,0
275465,252624,1214,1352,5135.0,0916,0
244735,599255,179,3144,4026.0,0516,3
376490,957198,1213,4525,4778.0,1111,0
304703,954554,1577,2213,6946.0,0526,0
75207,328344,747,2677,1579.0,0620,0
233438,997558,737,3043,4715.0,0923,0
327874,413725,1142,4752,6938.0,1110,0
145149,1101090,737,4240,1974.0,0605,0
69681,102379,662,4044,82.0,0921,0
177659,241039,407,1833,1661.0,1009,0
112596,506826,662,4044,82.0,1111,0
229019,616460,267,4465,4693.0,0903,0
102828,910449,1271,2781,4103.0,0604,0
37227,801098,1075,1062,1350.0,0615,0
26299,364735,602,4126,8355.0,1111,2
14942,238029,1142,1487,6445.0,1111,2
370365,160785,1577,3671,3845.0,0520,0
398961,333481,389,4094,7749.0,1111,0
174253,836076,1188,4322,4131.0,1108,0
1556,689531,389,3817,7249.0,1027,0
152358,178922,1528,4243,2706.0,1109,0
48792,115316,1611,1582,7141.0,0928,0
316772,221663,883,2031,2446.0,1111,0
327049,548363,1142,4044,82.0,1111,0
345779,258962,1591,510,4324.0,1013,0
161914,158089,1553,4509,4365.0,1110,0
27950,658092,1208,4766,4360.0,1111,0
228480,796517,1112,1632,3517.0,0729,0
334690,800527,1023,1582,7141.0,0716,0
78016,1039343,1505,141,3614.0,1111,0
414528,14554,407,3491,3969.0,0620,0
142308,671019,612,3640,6832.0,1018,0
307320,606133,1075,4251,1119.0,1110,0
377883,754659,656,3550,172.0,1008,0
54337,948636,420,3089,2498.0,1106,0
351380,270819,662,461,1859.0,0517,2
222513,317402,1389,1159,2021.0,0615,0
232334,685807,351,1800,585.0,0812,0
13617,731622,898,3319,7995.0,0630,2
120197,495667,1553,414,4299.0,0821,0
313740,519130,737,1315,8420.0,0521,0
203449,477072,22,1318,5034.0,0617,0
338735,140002,1095,3828,1446.0,0914,0
412418,723716,602,1188,7093.0,1017,0
414244,1001040,662,4924,856.0,1111,0
20119,559082,992,1795,5518.0,0917,3
295202,272601,662,4173,5376.0,0612,0
410320,1084253,614,1002,3564.0,1106,0
311993,1053463,737,4090,7020.0,0629,0
52624,436016,1238,1565,560.0,1104,0
196185,601927,389,4173,5376.0,1110,0
16214,577586,898,1031,7724.0,1111,0
209611,739475,737,859,3724.0,0811,0
350743,481012,1143,2914,2993.0,1022,2
411735,1107776,1644,4161,5812.0,0522,0
135950,403301,1142,3629,1746.0,1107,0
335618,349722,1271,2116,7334.0,0728,0
287315,786115,662,3671,3845.0,0531,0
43170,855062,1188,4395,1618.0,0923,0
276437,244864,154,1835,1374.0,1011,0
397051,17755,662,3760,3738.0,1110,0
337029,1092213,1349,941,6065.0,1109,0
160287,154408,1075,3152,4620.0,0923,0
10997,672954,933,2164,3133.0,1111,0
96561,687204,602,1188,7093.0,0606,0
355984,927688,320,1537,3772.0,0614,0
49691,744977,737,1538,748.0,1109,0
44229,495385,692,3964,1287.0,0613,0
37685,418983,1389,456,4237.0,0810,0
250680,807126,1181,1963,6109.0,1111,0
36809,271036,1147,2770,2464.0,1111,0
266864,871890,583,167,8476.0,1104,0
299697,323228,1095,197,3314.0,1111,0
407499,798074,420,2639,7063.0,1026,0
260829,1060525,656,4520,1479.0,1111,0
144893,498150,683,3326,6585.0,1111,2
367125,128693,656,2781,4103.0,1106,0
152200,587256,611,311,2314.0,0908,0
112474,315238,1505,2768,7735.0,0625,0
47409,988495,1129,2525,1947.0,0830,0
161697,135714,1438,1582,7141.0,0926,0
348895,742328,1095,3213,2651.0,1102,0
89907,525842,707,1010,5056.0,0709,3
4547,432930,1577,3491,3969.0,0814,0
17582,776725,662,1241,8057.0,0914,0
328553,1070777,1438,1833,1661.0,1104,0
70514,30258,1079,1065,5472.0,1108,0
412775,667207,407,4798,4120.0,1111,0
335978,103012,1271,145,3462.0,0513,3
327539,995917,420,1892,6585.0,1111,0
97850,319443,1293,305,385.0,1015,0
380985,334727,177,3609,6826.0,1022,0
142965,924836,420,1,1662.0,1110,0
179008,55990,1142,2047,1901.0,1016,0
31863,624542,1505,3491,3969.0,0628,0
394222,114079,1034,4919,6273.0,0612,0
265992,714440,662,4044,82.0,1111,2
97379,339392,295,3154,4555.0,0902,0
421896,908551,1397,984,2698.0,0609,0
147977,344564,1389,299,4229.0,1012,0
340719,771446,786,862,8281.0,0808,0
136553,881035,656,145,3462.0,1111,0
160452,559951,1271,173,4509.0,0626,0
296435,295425,624,1166,7153.0,1012,0
185878,227751,662,2963,6803.0,0903,0
342559,701888,407,3140,5809.0,0613,0
39937,594619,737,2124,7666.0,0725,0
297097,220873,1326,3448,1292.0,1111,0
321787,173668,1349,659,4279.0,0609,0
423525,799372,748,4044,82.0,1111,0
108530,524837,1046,4391,653.0,1111,0
366774,915446,1505,4434,7204.0,0909,0
112661,874638,1208,3078,2276.0,1111,0
176741,542946,1429,1427,7404.0,1013,0
305760,363404,1238,1102,1214.0,1111,0
251092,299506,786,897,5993.0,1111,0
382774,545375,662,3828,1446.0,0902,0
4962,328806,1389,2345,8425.0,1110,0
314648,370690,1118,2647,2737.0,0815,0
209775,475791,1208,1705,8411.0,1027,0
50574,297239,1023,565,6236.0,1110,3
401940,627647,389,28,4446.0,1030,0
362364,70593,276,3556,1236.0,1108,0
380132,180295,656,2014,7807.0,1013,0
128063,453375,1467,759,338.0,1015,0
289973,232132,583,2431,4640.0,1111,0
7675,804279,1577,4522,4977.0,1111,0
81171,1051906,662,1951,4065.0,0530,0
279704,113764,1505,2721,3954.0,0626,2
222824,1031390,35,1617,4073.0,0822,0
394432,588588,1611,1133,7743.0,1006,0
59248,24768,1577,4094,7749.0,1111,0
182596,390419,1142,63,2509.0,1111,0
31076,930062,1142,2721,3954.0,0626,0
4815,82403,1389,1835,1374.0,1111,0
378096,37505,748,3491,3969.0,1110,0
135447,227469,302,4976,6143.0,1111,0
246838,393750,1142,4173,5376.0,1109,0
175709,562577,389,191,1766.0,1111,0
358429,300911,1505,780,516.0,0916,3
162650,1090617,267,3320,4876.0,0618,0
307267,767402,1505,3990,5644.0,1110,3
212053,876459,737,4768,7200.0,1111,0
218249,1026408,177,1512,1580.0,1030,0
353205,872126,1438,4695,277.0,1111,0
265139,729702,500,2456,7061.0,1111,0
80989,596845,662,790,384.0,0729,0
344306,242709,295,4042,398.0,1025,0
294360,202188,662,4173,5376.0,1013,0
412798,881775,1468,3951,3631.0,1111,2
381285,334843,1467,863,747.0,0810,0
206516,266469,420,1875,2714.0,1030,0
127502,924742,662,4976,6143.0,1111,0
338639,278460,276,4282,7892.0,0909,0
113474,104602,267,2112,4440.0,0925,0
149676,526229,1188,2935,6750.0,1111,0
347420,154787,662,3760,3738.0,0821,3
316114,723280,968,817,2402.0,0607,0
72087,134473,1142,3698,2104.0,0906,0
28995,152208,1577,3698,2104.0,0524,0
225337,890380,1251,1056,1439.0,1111,0
208534,480279,1505,2246,394.0,1103,0
187060,234822,1126,1644,404.0,0801,2
396626,1091467,40,1535,187.0,0601,2
192631,796443,1208,2857,2276.0,1028,0
393800,559967,1349,3203,1360.0,1109,0
141968,783997,1349,184,1360.0,1111,0
90561,64873,1438,375,1164.0,0601,0
136423,163763,477,1207,8476.0,0921,0
274480,653706,184,534,6889.0,1111,2
191087,688622,868,3631,5138.0,0925,0
318975,500697,821,606,376.0,0810,0
371746,425264,662,3213,2651.0,0626,0
96431,313896,662,2206,6320.0,1022,0
87267,154043,1130,1365,1088.0,1029,0
130846,963870,267,3073,8126.0,0717,0
55210,234554,614,2382,1272.0,1026,3
369445,363734,177,4200,183.0,1103,3
116881,341211,1458,1737,2315.0,1111,0
133100,516317,664,3758,2055.0,1111,2
208799,737440,1142,3013,5046.0,1019,0
40294,12842,120,2746,603.0,0515,2
310525,547219,420,4270,2943.0,1110,0
197800,552941,1577,1663,4874.0,0612,0
387381,704699,1397,457,2588.0,1008,0
330814,5863,1113,347,240.0,1028,0
275236,116777,971,3956,2742.0,0829,0
386832,161513,786,1901,2196.0,0916,0
91760,958189,177,3155,5013.0,1110,0
328764,807364,295,3023,7146.0,1016,0
370427,977197,1142,2149,3826.0,1030,0
416770,98674,154,3659,3103.0,1111,0
256322,27210,1604,232,7479.0,0604,0
314454,1056030,530,4173,5376.0,1111,0
383760,955074,302,4094,7749.0,0801,0
78995,231627,821,3433,1018.0,0911,0
394557,146173,276,4554,136.0,1111,0
262146,578898,1142,3491,3969.0,1111,0
116238,145962,389,3213,2651.0,0912,0
299574,807715,389,1138,4104.0,1111,0
32781,1105060,1389,1139,4037.0,1027,0
381843,159451,1438,2472,1661.0,1104,0
197619,1096698,464,2181,3134.0,0606,0
363564,496758,247,4043,7178.0,0630,0
55006,776706,662,2378,7536.0,1024,3
193800,406041,420,3064,5640.0,1028,2
400198,1000499,1095,780,516.0,0919,0
321094,708788,300,598,8351.0,1111,0
232582,678747,1023,1481,7141.0,1020,0
357082,1082925,420,2639,7063.0,1111,0
181045,492194,1238,3286,3849.0,0909,0
117463,566798,606,2313,3322.0,0923,0
353462,1046138,1181,375,1164.0,1111,0
252226,649596,1505,33,1519.0,0616,3
210238,166068,938,167,5367.0,0729,0
93917,115835,1167,2370,3640.0,1027,0
194079,33928,380,1946,6003.0,0802,3
127088,627314,737,3574,8107.0,0602,0
118162,512613,776,2468,1392.0,0920,0
85801,511509,1611,1739,8235.0,1011,2
68890,113448,1644,3675,2560.0,1111,0
227891,1099102,602,2336,826.0,0819,0
59950,331652,1280,3734,2045.0,0830,0
116356,624488,1238,2676,3997.0,1030,0
166001,63682,407,4127,4874.0,0623,0
18717,921135,602,1264,884.0,0522,0
412971,645376,1577,2849,3510.0,0918,0
208590,422592,662,790,384.0,1004,0
376382,979587,737,3459,2683.0,1111,0
120048,162930,662,3828,1446.0,0618,0
162222,203742,1228,4635,2914.0,0529,0
386312,61518,1118,2371,6065.0,1111,0
175095,876829,384,3929,1300.0,1023,0
71634,328160,602,4756,7170.0,1111,2
11943,86939,662,4094,7749.0,0522,0
106269,409792,1429,4062,3046.0,0611,0
275200,991204,300,281,6389.0,1110,0
381381,846128,662,3970,125.0,0830,0
34780,1025052,898,3323,683.0,0815,0
59531,429813,993,1196,2619.0,1111,0
166294,850343,276,297,2547.0,0916,0
319502,729426,662,3760,3738.0,0809,0
308772,362001,1553,141,3614.0,1107,0
405831,604463,387,1205,5010.0,0903,0
9309,183875,302,4044,82.0,0818,0
47630,881796,1389,445,5533.0,1024,0
188662,1116,492,4705,2891.0,0701,3
162543,1079744,1505,416,4014.0,0520,0
270987,745349,184,2292,7537.0,1016,0
155669,597215,1397,4044,82.0,1111,0
406461,929212,1505,2721,5742.0,1014,3
144188,64202,1174,4267,6046.0,1030,0
149358,921672,1482,2044,1883.0,0626,0
47958,917268,683,503,4143.0,1008,2
199698,425240,656,4432,1209.0,1111,2
9206,1007735,451,2143,4286.0,1017,0
221569,276789,267,1524,1907.0,1019,0
212730,772645,1368,4605,7622.0,0806,0
67168,225405,302,2750,6041.0,0607,0
196136,229113,821,1858,6399.0,1023,0
317119,1061282,1505,3698,2104.0,0613,0
116384,1091821,602,2336,4382.0,0626,0
103648,982873,389,461,1859.0,1111,0
30863,934129,1611,1087,6443.0,1111,0
399693,141363,407,2512,4899.0,0622,0
161110,160765,351,186,7591.0,1018,0
303486,442619,534,4473,7279.0,0831,0
351566,482918,574,549,6930.0,0724,0
155865,253825,184,3449,7394.0,0902,0
90951,979024,247,3995,8288.0,0511,2
2255,224392,1142,412,4396.0,1110,0
305381,906917,662,1663,4874.0,0610,0
107645,38457,407,1618,8235.0,0715,0
13609,378058,1349,429,7895.0,0728,0
127532,1023675,1208,1030,2761.0,1111,0
312804,138123,662,4672,5565.0,0522,0
297504,338230,177,730,3634.0,0807,0
383478,371252,302,3698,2104.0,0810,0
353945,146140,1591,95,1394.0,0718,0
411119,754154,1505,3659,1867.0,0629,0
338238,415752,748,3001,5738.0,1029,0
314919,363936,387,664,736.0,0909,0
78085,238613,664,2418,6652.0,1103,3
103188,876436,737,1140,2890.0,1102,3
421765,480313,351,814,3253.0,0909,0
35027,793704,1577,3639,4713.0,0826,0
112134,30691,1389,718,113.0,1017,0
382879,538394,737,859,3724.0,0623,0
243917,449596,992,3407,4402.0,1111,0
3102,439425,737,173,4509.0,1109,0
66606,55796,898,983,7995.0,1108,0
119428,658092,1208,4766,4360.0,1109,3
156045,932575,1095,1491,7560.0,1108,0
269092,71389,1577,412,4396.0,1111,0
174274,651029,1357,444,2731.0,0625,0
